"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2267686-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267686-49";"2021-04-27";"2021-04-27T17:39:52";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"61160";"https://dadosabertos.camara.leg.br/api/v2/eventos/61160";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2021-04-27T17:13:30";"Votação preliminar em turno único.";"2021-04-27T16:03:21";"Parecer proferido em Plenário pelo Relator, Dep. Danilo Forte (PSDB-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.017, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6 e 26; pela adequação financeira e orçamentária, da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6, 13 e 26; quanto ao mérito, pela aprovação da Medida Provisória nº 1.017, de 2020, e das Emendas nºs 3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35 e 36, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado e pela rejeição das Emendas nºs 1, 2, 6, 13, 14 e 26. As emendas nºs 8 e 9 foram retiradas.";"2279417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279417"
"2267686-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267686-52";"2021-04-27";"2021-04-27T18:03:35";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"61160";"https://dadosabertos.camara.leg.br/api/v2/eventos/61160";"0";"127";"304";"3";"Rejeitado o Destaque. Sim: 127; não: 304; abstenção: 2; total: 433.";"2021-04-27T17:39:32";"Votação do DTQ 4: PDT: Destaque de preferência para que o texto original da MPV 1017/20 seja apreciado em detrimento do PLV oferecido pelo Relator. (art. 161, IV)";"2021-04-27T16:03:21";"Parecer proferido em Plenário pelo Relator, Dep. Danilo Forte (PSDB-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.017, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6 e 26; pela adequação financeira e orçamentária, da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6, 13 e 26; quanto ao mérito, pela aprovação da Medida Provisória nº 1.017, de 2020, e das Emendas nºs 3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35 e 36, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado e pela rejeição das Emendas nºs 1, 2, 6, 13, 14 e 26. As emendas nºs 8 e 9 foram retiradas.";"2279417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279417"
"2267686-57";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267686-57";"2021-04-27";"2021-04-27T18:13:12";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"61160";"https://dadosabertos.camara.leg.br/api/v2/eventos/61160";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 1.017, de 2020, na forma do Projeto de Lei de Conversão, ressalvados os destaques.";"2021-04-27T18:04:40";"Votação, quanto ao mérito, em turno único.";"2021-04-27T16:03:21";"Parecer proferido em Plenário pelo Relator, Dep. Danilo Forte (PSDB-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.017, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6 e 26; pela adequação financeira e orçamentária, da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6, 13 e 26; quanto ao mérito, pela aprovação da Medida Provisória nº 1.017, de 2020, e das Emendas nºs 3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35 e 36, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado e pela rejeição das Emendas nºs 1, 2, 6, 13, 14 e 26. As emendas nºs 8 e 9 foram retiradas.";"2279417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279417"
"2267686-61";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267686-61";"2021-04-27";"2021-04-27T18:32:36";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"61160";"https://dadosabertos.camara.leg.br/api/v2/eventos/61160";"1";"0";"0";"0";"Aprovado o Destaque.";"2021-04-27T18:14:11";"Votação do DTQ 2: PT: Destaque do art. 2º da MPV 1017/2020 para substituir o art. 2º do PLV. (art. 161, IV)";"2021-04-27T16:03:21";"Parecer proferido em Plenário pelo Relator, Dep. Danilo Forte (PSDB-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.017, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6 e 26; pela adequação financeira e orçamentária, da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6, 13 e 26; quanto ao mérito, pela aprovação da Medida Provisória nº 1.017, de 2020, e das Emendas nºs 3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35 e 36, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado e pela rejeição das Emendas nºs 1, 2, 6, 13, 14 e 26. As emendas nºs 8 e 9 foram retiradas.";"2279417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279417"
"2267686-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267686-65";"2021-04-27";"2021-04-27T18:40:37";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"61160";"https://dadosabertos.camara.leg.br/api/v2/eventos/61160";"1";"0";"0";"0";"Aprovado o Destaque.";"2021-04-27T18:33:15";"Votação do DTQ 1: PT: Destaque do art. 3º da MPV 1017/2020 para substituir o art. 3º do PLV. (art. 161, IV)";"2021-04-27T16:03:21";"Parecer proferido em Plenário pelo Relator, Dep. Danilo Forte (PSDB-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.017, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6 e 26; pela adequação financeira e orçamentária, da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6, 13 e 26; quanto ao mérito, pela aprovação da Medida Provisória nº 1.017, de 2020, e das Emendas nºs 3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35 e 36, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado e pela rejeição das Emendas nºs 1, 2, 6, 13, 14 e 26. As emendas nºs 8 e 9 foram retiradas.";"2279417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279417"
"2267686-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267686-68";"2021-04-27";"2021-04-27T18:52:15";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"61160";"https://dadosabertos.camara.leg.br/api/v2/eventos/61160";"";"0";"0";"0";"Suprimido o texto.";"2021-04-27T18:40:03";"Votação do DTQ 7: Bloco PSL (PSL): destaque do §3º do art. 5º do substitutivo apresentado à MP 1017/2020. (art. 161, I)";"2021-04-27T16:03:21";"Parecer proferido em Plenário pelo Relator, Dep. Danilo Forte (PSDB-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.017, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6 e 26; pela adequação financeira e orçamentária, da Medida Provisória nº 1.017, de 2020, e das Emendas a ela apresentadas, com exceção das Emendas nºs 1, 2, 6, 13 e 26; quanto ao mérito, pela aprovação da Medida Provisória nº 1.017, de 2020, e das Emendas nºs 3, 4, 5, 7, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35 e 36, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado e pela rejeição das Emendas nºs 1, 2, 6, 13, 14 e 26. As emendas nºs 8 e 9 foram retiradas.";"2279417";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279417"
"1672171-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1672171-52";"2021-04-27";"";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"0";"";"0";"0";"0";"0";"Apresentação do Voto em Separado n. 2 CSPCCO, pelo Deputado Marcel van Hattem (NOVO/RS).";"";"";"2019-08-22T10:40:18";"Parecer do Relator, Dep. Marcelo Freixo (PSOL-RJ), pela rejeição.";"2216834";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2216834"
"2262083-159";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2262083-159";"2021-04-28";"2021-04-28T09:20:54";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"0";"";"1";"0";"0";"0";"Aprovado, com alteracoes, o requerimento n. 26/2021 do Sr. Darci de Matos que requer a realização de Audiência Pública para discutir a PEC nº 32, de 2020. Com a inclusao dos seguintes convidados
Dr. Edvandir Felix de Paiva, Presidente da Associação Nacional dos Delegados de Polícia Federal - ANDF;
Dr. Manoel Victor Sereni Murrieta e Tavares, Presidente da Confederação Nacional dos Membros do Ministério Público - CONAMP;
Ex-Deputado Federal pelo Estado do Mato Grosso do Sul, Nilson Leitão;
Associação Brasileira dos Atacadistas e Distribuidores - ABAD;
Associação Brasileira dos Supermercados - ABRAS;
Federação Nacional dos Contadores - FENACON;
Confederação Nacional de Agricultura - CNA;
Confederação Nacional dos Transportes - CNT;
Confederação Nacional dos Transportadores Autônomos - CNTA;
Federação Nacional das Escolas Particulares - FENEP;
Confederação das Santas Casas e Hospitais Filantrópicos - CMB;
Federação Nacional das Distribuidoras de Veículos Automotores FENABRAVE;
Associação dos Diplomatas Brasileiros - ADB;
Representante da Confederação Nacional das Carreiras e Atividades de Estado - CONACATE;
Sr. Evandro Fucitallo - Sindicato dos Guardas Civis Metropolitanos de São Paulo;
Sr. Carlos Celso dos Santos Junior - Superintendente da Guarda Municipal de Curitiba.";"";"";"";"Apresentação do Requerimento n. 87/2021, pelo Deputado Luis Miranda (DEM/DF), que ""Em aditamento ao requerimento nº 6/2021, requer a inclusão de nomes para a audiência pública"".";"2279389";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2279389"
"2277033-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2277033-2";"2021-04-28";"2021-04-28T09:08:38";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"61043";"https://dadosabertos.camara.leg.br/api/v2/eventos/61043";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 25/2021, pelo Deputado Jose Mario Schreiner (DEM/GO), que ""Requer que seja incluído o Tenente-Coronel da Polícia Militar do Mato Grosso, Sr. GLEBER CANDIDO MORENO, na audiência pública para debater Criminalidade e Segurança no Campo, aprovada nessa Comissão através do Requerimento nº 19/2021. "".";"0";""
"2277491-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2277491-2";"2021-04-28";"2021-04-28T09:08:49";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"61043";"https://dadosabertos.camara.leg.br/api/v2/eventos/61043";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 26/2021, pelo Deputado Vilson da Fetaemg (PSB/MG), que ""Requeiro a realização de audiência pública para debater a sucessão rural e uma política de incentivo à permanência da juventude no campo. "".";"0";""
"2277859-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2277859-2";"2021-04-28";"2021-04-28T09:09:01";"2001";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2001";"CAPADR";"61043";"https://dadosabertos.camara.leg.br/api/v2/eventos/61043";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 33/2021, pelo Deputado Padre João (PT/MG) e outros, que ""Requer a realização de Audiência Pública no âmbito desta Comissão, para debater a Política e o Plano Nacional de Juventude e Sucessão Rural"".";"0";""
"2274027-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274027-5";"2021-04-28";"2021-04-28T09:09:43";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 2/2021, pelo Deputado Fábio Trad (PSD/MS), que ""Requeiro a Vossa Excelência, com base nos artigos 255 e 256 do Regimento Interno da Câmara dos Deputados, a realização de audiência pública para debater a PEC n. 32/2020 em tramitação na presente Comissão de Constituição e Justiça e de Cidadania.
Solicito, assim, que sejam convidados representantes de diversas áreas do funcionalismo público federal, quais sejam: (i) Tania Prado (Fenadepol); (ii) Pedro Pontual (ANESP); (iii) Rivana Ricarte (ANADEP); (iv) Lademir Gomes da Rocha (ANAFE); (v) Luciana Grando Bregolin (ANADEF) e (vi) Zé Celso (AFIPEA). 

"".";"0";""
"2274028-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274028-5";"2021-04-28";"2021-04-28T09:09:44";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 3/2021, pelo Deputado Gervásio Maia (PSB/PB), que ""Requer a realização de audiência pública para debater a PEC nº 32/20, que altera disposições sobre servidores, empregados públicos e organização administrativa"".";"0";""
"2274029-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274029-6";"2021-04-28";"2021-04-28T09:09:44";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 32/2021, pelo Deputado Capitão Wagner (PROS/CE), que ""Requer a inclusão do Sr. Ronaldo Monteiro da Silva, Presidente da Associação de Guardas Municipais do Brasil – AGM Brasil, para participar, como convidado, da Audiência Pública a ser realizada nesta Comissão de Constituição e Justiça e de Cidadania, para debater a PEC 32/2020, do Poder Executivo, que altera disposições sobre servidores, empregados públicos e organização administrativa – Reforma Administrativa"".";"2274335";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2274335"
"2274030-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274030-5";"2021-04-28";"2021-04-28T09:09:45";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 5/2021, pelo Deputado Aluisio Mendes (PSC/MA), que ""Requer a inclusão de convidados para participar de audiência pública na PEC 32/2020 (Reforma Administrativa) que altera as disposições sobre servidores, empregados públicos e a organização administrativa"".";"0";""
"2274031-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274031-5";"2021-04-28";"2021-04-28T09:09:45";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 6/2021, pelo Deputado Luis Miranda (DEM/DF), que ""Requer a realização de audiência pública, para discutir a PEC 32/2020 (Reforma Administrativa) que altera as disposições sobre servidores, empregados públicos e a organização administrativa"".";"0";""
"2274032-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274032-5";"2021-04-28";"2021-04-28T09:09:45";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 7/2021, pelo Deputado Fábio Trad (PSD/MS), que ""Requer a realização de audiência pública para debater a PEC nº 32/20, que altera disposições sobre servidores, empregados públicos e organização administrativa.

"".";"0";""
"2274136-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274136-5";"2021-04-28";"2021-04-28T09:09:45";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 8/2021, pelo Deputado Paulo Teixeira (PT/SP), que ""Requer a realização de audiência pública para debater a PEC nº 32/20, que altera disposições sobre servidores, empregados públicos e organização administrativa.

"".";"0";""
"2274140-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274140-5";"2021-04-28";"2021-04-28T09:09:45";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 9/2021, pelo Deputado Tadeu Alencar (PSB/PE), que ""Requer a realização de audiências públicas para a oitiva dos representantes dos servidores públicos abaixo listados, a ser realizada no âmbito da discussão da PEC 32/2020 na CCJC
"".";"0";""
"2274142-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274142-5";"2021-04-28";"2021-04-28T09:09:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 10/2021, pelo Deputado Tadeu Alencar (PSB/PE), que ""Requer a realização de audiências públicas para a oitiva dos representantes dos servidores públicos abaixo listados, a ser realizada no âmbito da discussão da PEC 32/2020 na CCJC
"".";"0";""
"2274166-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274166-5";"2021-04-28";"2021-04-28T09:09:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 11/2021, pelo Deputado Tadeu Alencar (PSB/PE), que ""Requer a realização de audiências públicas para a oitiva dos representantes dos servidores públicos abaixo listados, a ser realizada no âmbito da discussão da PEC 32/2020 na CCJC
"".";"0";""
"2274176-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274176-5";"2021-04-28";"2021-04-28T09:09:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 12/2021, pelo Deputado Pedro Lupion (DEM/PR), que ""Requer a inclusão do Sr. Edvandir Felix de Paiva, Presidente da Associação Nacional dos Delegados da Polícia Federal - ADPF, para a audiência pública referente a PEC 32/2020 - Reforma Administrativa"".";"0";""
"2274177-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274177-5";"2021-04-28";"2021-04-28T09:09:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 13/2021, pela Deputada Erika Kokay (PT/DF), que ""Requer a realização de audiência pública neste Colegiado para discutir a PEC 32/2020"".";"0";""
"2274178-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274178-5";"2021-04-28";"2021-04-28T09:09:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 14/2021, pela Deputada Erika Kokay (PT/DF), que ""Requer a realização de audiência pública neste Colegiado para discutir a PEC 32/2020"".";"0";""
"2274179-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274179-5";"2021-04-28";"2021-04-28T09:09:46";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 15/2021, pela Deputada Erika Kokay (PT/DF), que ""Requer a realização de audiência pública neste Colegiado para discutir a PEC 32/2020"".";"0";""
"2274184-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274184-5";"2021-04-28";"2021-04-28T09:09:47";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 16/2021, pelo Deputado Denis Bezerra (PSB/CE), que ""Requer a realização de Audiência Pública para debater a Reforma Administrativa (PEC 32/2020)"".";"0";""
"2274185-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274185-5";"2021-04-28";"2021-04-28T09:09:47";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 17/2021, pelos Deputados Fernanda Melchionna (PSOL/RS) e Ivan Valente PSOL, que ""Requer a realização de audiência pública no âmbito da Comissão de Constituição e Justiça e de Cidadania para debater o conteúdo da PEC 32 de 2020
"".";"0";""
"2274186-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274186-5";"2021-04-28";"2021-04-28T09:09:47";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 18/2021, pelo Deputado Luis Miranda (DEM/DF), que ""Em aditamento ao requerimento nº 6/2021, requer a inclusão de nomes para a audiência pública"".";"0";""
"2274187-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274187-5";"2021-04-28";"2021-04-28T09:09:47";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 19/2021, pelo Deputado Edio Lopes (PL/RR), que ""Requer realização de audiência pública para debater a PEC 32/2020"".";"0";""
"2274188-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274188-5";"2021-04-28";"2021-04-28T09:09:47";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 20/2021, pela Deputada Erika Kokay (PT/DF), que ""Requer a realização de audiência pública neste Colegiado para discutir a PEC 32/2020"".";"0";""
"2274189-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274189-5";"2021-04-28";"2021-04-28T09:09:48";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 21/2021, pelo Deputado Pompeo de Mattos (PDT/RS), que ""Requer a realização de audiência pública desta Comissão para debater sobre os impactos da PEC 32 de 2020, que trata da Reforma Administrativa no serviço público. "".";"0";""
"2274211-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274211-5";"2021-04-28";"2021-04-28T09:09:48";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 22/2021, pelos Deputados Delegado Pablo (PSL/AM) e Nicoletti PSL, que ""Requer a realização de audiência pública para debater a situação peculiar dos policiais na PEC nº 32/20, que altera disposições sobre servidores, empregados públicos e organização administrativa.            "".";"0";""
"2274227-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274227-5";"2021-04-28";"2021-04-28T09:09:48";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 23/2021, pelo Deputado Tadeu Alencar (PSB/PE), que ""Requer a realização de audiências públicas para a oitiva dos representantes dos servidores públicos abaixo listados, a ser realizada no âmbito da discussão da PEC 32/2020 na CCJC
"".";"0";""
"2274230-5";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2274230-5";"2021-04-28";"2021-04-28T09:10:27";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC";"61180";"https://dadosabertos.camara.leg.br/api/v2/eventos/61180";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 25/2021, pelo Deputado Carlos Jordy (PSL/RJ), que ""Audiência pública para debater a Proposta de Emenda à Constituição nº 32/2020, do Poder Executivo, que “altera disposições sobre servidores, empregados públicos e organização administrativa – Reforma Administrativa"".";"0";""
