"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_apreciacao";"ultimoStatus_url"
"2417339";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417339";"PEP";"1";"0";"442";"Parecer às Emendas de Plenário";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Coronel Telhada (PP-SP), pela Comissão de Segurança Pública e Combate ao Crime Organizado, que conclui pela rejeição das Emendas de Plenário nºs 2 e 6 e pela aprovação das Emendas de Plenário nºs 3, 4 e 5 e do Substitutivo da Comissão de Segurança Pública e Combate ao Crime Organizado, na forma da Subemenda Substitutiva apresentada.";"";"";"2024-02-06T16:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491998";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385433";"";"2024-02-06T16:00:00";"1";"";"";"";"";"";"Análise Parecer";"319";"";"";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Coronel Telhada (PP-SP), pela Comissão de Segurança Pública e Combate ao Crime Organizado, que conclui pela rejeição das Emendas de Plenário nºs 2 e 6 e pela aprovação das Emendas de Plenário nºs 3, 4 e 5 e do Substitutivo da Comissão de Segurança Pública e Combate ao Crime Organizado, na forma da Subemenda Substitutiva apresentada.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385433"
"2417340";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417340";"RIC";"85";"2024";"148";"Requerimento de Informação";"Requer ao Senhor Ministro de Estado da Fazenda informações referentes à greve dos Auditores da Receita Federal, que tem gerado atrasos significativos nas entregas e perdas de mercadorias, impactando especialmente o setor de remessa expressa.";"";"";"2024-02-06T18:13:58";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385436";"";"2024-04-17T13:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Ratificação de Parecer";"1040";"Aguardando Remessa ao Arquivo";"931";"Ratificado o Parecer";"Indefinida";""
"2417341";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417341";"PEP";"1";"0";"442";"Parecer às Emendas de Plenário";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Coronel Telhada (PP-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa de todas as Emendas de Plenário com apoiamento regimental e, no mérito, pela aprovação das Emendas de Plenário nºs 3, 4 e 5, na forma da Subemenda Substitutiva apadotada pelo Relator da Comissão de Segurança Pública e Combate ao Crime Organizado, e pela rejeição das demais Emendas.";"";"";"2024-02-06T16:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491998";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385433";"";"2024-02-06T16:00:00";"1";"";"";"";"";"";"Análise Parecer";"319";"";"";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Coronel Telhada (PP-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa de todas as Emendas de Plenário com apoiamento regimental e, no mérito, pela aprovação das Emendas de Plenário nºs 3, 4 e 5, na forma da Subemenda Substitutiva apadotada pelo Relator da Comissão de Segurança Pública e Combate ao Crime Organizado, e pela rejeição das demais Emendas.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385433"
"2417342";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417342";"RIC";"86";"2024";"148";"Requerimento de Informação";"Requer informações a Senhora Ministra da Saúde a
respeito da composição dos limites financeiros da
Média e Alta Complexidade Ambulatorial e Hospitalar
(MAC) e da Atenção Primária (PAP).";"";"";"2024-02-06T18:49:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385437";"";"2024-04-17T13:00:00";"19";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"5470";"1SECM";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5470";"";"Ratificação de Parecer";"1040";"Aguardando Remessa ao Arquivo";"931";"Ratificado o Parecer";"Indefinida";""
"2417344";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417344";"REQ";"182";"2024";"392";"Requerimento de Urgência (Art. 155 do RICD)";"Requer regime de urgência para apreciação do Projeto de Lei nº 5.109/2023, que “Altera a Lei nº 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), para assegurar medidas de proteção pessoal a advogadas (os) que forem agredidos durante o exercício da profissão.";"";"";"2024-02-06T18:29:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2398301";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385441";"";"2024-02-06T19:00:23";"3";"";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"Relatório de Conferência de Assinaturas";"1042";"Pronta para Pauta";"924";"Relatório de Conferência de Assinaturas Eletrônicas.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385442"
"2417345";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417345";"PL";"167";"2024";"139";"Projeto de Lei";"Altera o art. 16 do Decreto-Lei nº 204, de 27 de fevereiro de 1967, para dispor sobre o pagamento automático de prêmios de loterias federais a apostadores que efetuarem aposta por meio de aplicações da internet.";"";"Alteração, Lei Federal, pagamento, efeito automático, prêmio, Loteria federal, apostador, realização, aposta, Software aplicativo, internet.";"2024-02-06T17:42:46";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385443";"";"2026-02-25T20:38:00";"23";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"2004";"CDC";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2004";"Ordinário (Art. 151, III, RICD)";"Encerramento de Prazo";"600";"Pronta para Pauta";"924";"Encerrado o prazo de 5 sessões para apresentação de emendas ao substitutivo (de 16/12/2025 a 25/02/2026). Não foram apresentadas emendas ao substitutivo.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417346";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417346";"REQ";"183";"2024";"293";"Requerimento de Sessão Solene";"Requer a realização de Sessão Solene em comemoração ao Dia Internacional do Cooperativismo.";"";"";"2024-02-06T17:33:20";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385445";"";"2024-02-06T19:07:27";"3";"";"100054";"NATEC(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100054";"";"Relatório de Conferência de Assinaturas";"1042";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Relatório de Conferência de Assinaturas Eletrônicas.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385446"
"2417347";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417347";"PL";"168";"2024";"139";"Projeto de Lei";"Amplia o prazo para a abertura de inventário e partilha que trata o artigo 611 da Lei 13.105 de 16 de janeiro de 2015 - Código de Processo Civil.";"";"Alteração, Código de Processo Civil (2015), ampliação, prazo, abertura, inventário, partilha de bens.";"2024-02-06T17:42:46";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2216694";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385447";"";"2025-10-15T00:00:00";"19";"";"2003";"CCJC";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"Ordinário (Art. 151, III, RICD)";"Notificações";"1005";"Tramitando em Conjunto";"925";"Devolvido ao Relator, Dep. Felipe Francischini (UNIÃO-PR), para o PL 4638/2019, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417348";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417348";"PL";"169";"2024";"139";"Projeto de Lei";"Dispõe sobre nova regra para a distribuição dos ganhos relativos à atividade de inovação na empresa.";"";"Alteração, Lei de Propriedade Industrial, distribuição, lucro, derivação, atividade, inovação, patente de invenção, modelo de utilidade, pagamento, empregado.";"2024-02-06T17:42:46";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2358288";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385449";"";"2025-04-02T00:00:00";"18";"";"539386";"CICS";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"Ordinário (Art. 151, III, RICD)";"Notificações";"1005";"Tramitando em Conjunto";"925";"Devolvido ao Relator, Dep. Josenildo (PDT-AP), para ajustes no Parecer, para o PL 2141/2023, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417349";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417349";"REQ";"184";"2024";"349";"Requerimento de Constituição de Comissão Externa";"Requer a criação da Comissão Temporária Externa, com ônus para esta Casa, para acompanhar os gravíssimos danos causados pelas chuvas que atingem anualmente o Estado do Rio de Janeiro, em especial a cidade do Rio de Janeiro.";"";"";"2024-02-06T17:52:27";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385451";"";"2024-11-19T12:53:00";"7";"";"100648";"COMPI(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100648";"";"Apresentação de Requerimento";"194";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do REQ n. 4557/2024 (Requerimento), pela Deputada Chris Tonietto (PL/RJ), que ""Requer, nos termos regimentais, o despacho das proposições listadas"".";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2823291"
"2417350";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417350";"REQ";"185";"2024";"293";"Requerimento de Sessão Solene";"Requer a convocação de Sessão Solene no dia 05 de novembro do corrente ano no Plenário desta Casa, em homenagem ao Dia do Diácono Batista Brasileiro.";"";"";"2024-02-06T17:53:04";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385452";"";"2026-04-23T09:47:20";"8";"";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"Apresentação de Requerimento";"194";"Tramitação Finalizada";"1285";"Apresentação do REQ n. 2234/2026 (Requerimento de Inclusão de Matéria na Ordem do Dia), pela Deputada Carla Dickson (UNIÃO/RN), que ""Requer a inclusão na Ordem do Dia do PLP 185/2024, que “Regulamenta a aposentadoria especial dos agentes comunitários de saúde e dos agentes de combate às endemias, prevista no § 10 do art. 198 da Constituição Federal”"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3117179"
"2417351";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417351";"PL";"170";"2024";"139";"Projeto de Lei";"Estabelece que as lojas de materiais de construção prestam serviço essencial, estando submetidas a regime especial de funcionamento, nos termos em que especifica.";"";"Reconhecimento, loja física, material de construção, serviços essenciais, caráter especial, funcionamento.";"2024-02-06T17:55:50";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2282191";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385454";"";"2024-05-16T00:00:00";"16";"";"2014";"CSAUDE";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"Ordinário (Art. 151, III, RICD)";"Notificações";"1005";"Tramitando em Conjunto";"925";"Designado Relator, Dep. Aureo Ribeiro (SOLIDARI-RJ)., para o PL 1094/2020, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417352";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417352";"REQ";"186";"2024";"305";"Requerimento de Desapensação";"Requer a desapensação do Projeto de Lei nº 4.344, de 2020 que tramita conjuntamente com o Projeto de Lei nº 7.419, de 2006.";"";"";"2024-02-06T18:15:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2260909";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385455";"";"2024-02-06T18:15:00";"1";"";"100061";"NAJUR(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100061";"Urgência (Art. 155, RICD)";"Apresentação de Proposição";"100";"Aguardando Despacho do Presidente da Câmara dos Deputados";"905";"Apresentação do REQ n. 186/2024 (Requerimento de Desapensação), pela Deputada Maria Rosas (REPUBLIC/SP), que ""Requer a desapensação do Projeto de Lei nº 4.344, de 2020 que tramita conjuntamente com o Projeto de Lei nº 7.419, de 2006
"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385455"
"2417353";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417353";"PL";"171";"2024";"139";"Projeto de Lei";"Veda o uso de telefones celulares nos momentos letivos das escolas de todo o país.";"";"Proibição, utilização, telefone celular, período letivo, escola, exceção, atividade educativa.";"2024-02-06T18:30:19";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2183522";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385456";"";"2025-04-03T00:00:00";"22";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Ordinário (Art. 151, III, RICD)";"Arquivamento";"502";"Arquivada";"923";"Declarada Prejudicada de Ofício pelo Presidente.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417354";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417354";"PL";"172";"2024";"139";"Projeto de Lei";"Altera a Lei nº 12.764, de 27 de  dezembro de 2012, para definir diretrizes,  direitos e obrigações no atendimento de  pessoas com transtorno do espectro autista.";"";"Alteração, Lei Berenice Piana, Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista, inclusão, diretrizes, fomento, capacitação, treinamento, empregado, colaborador, empresa, atendimento, Pessoa com transtorno do espectro autista. _Direitos, Pessoa com transtorno do espectro autista, atendimento especializado, ausência, preconceito, setor público, setor privado.";"2024-02-06T18:35:13";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2394037";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385457";"";"2025-10-28T17:23:00";"21";"";"";"";"";"Ordinário (Art. 151, III, RICD)";"Notificacao para Publicação Intermediária";"1050";"";"";"Designado Relator, Dep. Marangoni (UNIÃO-SP), para o PL 3080/2020, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417355";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417355";"PL";"173";"2024";"139";"Projeto de Lei";"Altera a Lei nº 7.783, de 28 de junho de 1989, para considerar o transporte rodoviário de cargas como atividade essencial.";"";"Alteração, Lei de Greve (1989), consideração, transporte rodoviário, transporte de carga, serviços essenciais, responsabilidade, deslocamento, mercadoria, abastecimento, população, manutenção, serviços públicos, atividade econômica.";"2024-02-06T18:35:54";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2242155";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385458";"";"2024-05-16T00:00:00";"16";"";"2014";"CSAUDE";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"Ordinário (Art. 151, III, RICD)";"Notificações";"1005";"Tramitando em Conjunto";"925";"Designado Relator, Dep. Aureo Ribeiro (SOLIDARI-RJ)., para o PL 1094/2020, ao qual esta proposição está apensada.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417356";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417356";"REQ";"187";"2024";"355";"Requerimento de Voto de pesar";"Requer aprovação de Moção de Pesar pelo falecimento do Policial Militar, Soldado Guilherme Alves Pinheiro.";"";"";"2024-02-06T18:39:46";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385460";"";"2024-02-08T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 09/02/2024";"Indefinida";""
"2417357";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417357";"PL";"174";"2024";"139";"Projeto de Lei";"Altera a Lei nº 14.597, de 14 junho de 2023, que institui a Lei Geral do Esporte, para excluir a responsabilização, com o próprio patrimônio, dos dirigentes das torcidas organizadas, no caso de danos causados por torcedores.";"";"Revogação, dispositivo legal, Lei Geral do Esporte, reparação do dano, dirigente de torcida organizada, membro.";"2024-02-06T18:41:23";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385463";"";"2024-10-30T16:37:50";"33";"https://dadosabertos.camara.leg.br/api/v2/deputados/204374";"2003";"CCJC";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"Ordinário (Art. 151, III, RICD)";"Apresentação de Requerimento";"194";"Aguardando Parecer";"915";"Apresentação do REQ n. 4365/2024 (Requerimento de Retirada de Proposição de Iniciativa Individual), pelo Deputado Antonio Carlos Rodrigues (PL/SP), que ""Requer a retirada de tramitação do Projeto de Lei 174/2024 que “Altera a Lei nº 14.597, de 14 junho de 2023, que institui a Lei Geral do Esporte, para excluir a responsabilização, com o próprio patrimônio, dos dirigentes das torcidas organizadas, no caso de danos causados por torcedores”"".";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2677502"
"2417358";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417358";"PL";"175";"2024";"139";"Projeto de Lei";"Cria Grupos de Acolhimento (GAC) no âmbito do Sistema Único de Saúde – SUS e dá outras providências.";"";"Sistema Único de Saúde (SUS), criação, Grupo de Acolhimento (GAC), Profissional de saúde, Assistente social, Voluntário, assistência, paciente, família, Acompanhante de paciente.";"2024-02-06T18:41:23";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385465";"";"2025-08-14T00:00:00";"33";"https://dadosabertos.camara.leg.br/api/v2/deputados/220694";"2010";"CFT";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"Ordinário (Art. 151, III, RICD)";"Publicação de Proposição";"604";"Aguardando Designação de Relator(a)";"907";"Encaminhada à publicação. Parecer da Comissão de Saúde Publicado em avulso e no DCD de 15/08/2025, Letra A.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417359";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417359";"REQ";"188";"2024";"354";"Requerimento de Voto de regozijo ou louvor";"Requer Moção de Louvor e Regozijo ao Sr. Subtenente PM Denis Welby da Silva Machado, pelos excelentes serviços prestados à Sociedade Carioca e Fluminense.";"";"";"2024-02-06T18:43:45";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385467";"";"2024-02-08T00:00:00";"9";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Despacho";"605";"Tramitação Finalizada";"1285";"Publicação inicial no DCD do dia 09/02/2024";"Indefinida";""
"2417360";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417360";"PL";"176";"2024";"139";"Projeto de Lei";"Cria o Cadastro Nacional de Pessoas com Doença de Alzheimer e outras doenças demenciais.";"";"Criação, Cadastro Nacional de Pessoas com Doença de Alzheimer e Outras Doenças Demenciais, banco de dados, Pessoa desaparecida, Pessoa com doença demencial, diretrizes.";"2024-02-06T18:47:04";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385468";"";"2024-02-28T00:00:00";"12";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Proposição";"604";"Devolvida ao(à) Autor(a)";"1120";"Encaminhada à publicação. Publicação Inicial no DCD de 29/02/2024 PAG 416";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2413309"
"2417361";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417361";"REQ";"189";"2024";"355";"Requerimento de Voto de pesar";"Requer “Moção de Pesar” pelo falecimento do ex-deputado federal Antônio Henrique Bittencourt Cunha Bueno, exemplo de parlamentar e cidadão que defendeu e prestou contribuição de valor imensurável para o Brasil.";"";"";"2024-02-06T19:15:11";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385469";"";"2024-02-08T00:00:00";"9";"";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"Publicação de Despacho";"605";"Pronta para Pauta";"924";"Publicação inicial no DCD do dia 09/02/2024";"Proposição Sujeita à Apreciação do Plenário";""
"2417362";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417362";"PL";"177";"2024";"139";"Projeto de Lei";"“Institui a Campanha de Conscientização e Prevenção contra Crimes Cibernéticos, cometidos por meio do uso indevido da inteligência artificial, contra crianças e adolescentes.”";"";"Criação, Campanha de Conscientização e Prevenção contra Crimes Cibernéticos, Cometidos por meio do Uso Indevido da Inteligência Artificial, contra Crianças e Adolescentes, diretrizes.";"2024-02-06T19:16:19";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385470";"";"2026-05-20T14:00:00";"72";"https://dadosabertos.camara.leg.br/api/v2/deputados/74856";"539387";"CPASF";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"Ordinário (Art. 151, III, RICD)";"Aprovação do Parecer";"336";"Aguardando Encaminhamento";"910";"Aprovado o Parecer.";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";""
"2417363";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417363";"SSP";"1";"0";"509";"Subemenda Substitutiva de Plenário";"";"";"";"2024-02-06T19:26:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491998";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385474";"";"2024-02-06T19:26:00";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação da SSP n. 1 CSPCCO (Subemenda Substitutiva de Plenário), pelo Deputado Coronel Telhada (PP-SP).";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385474"
"2417365";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417365";"PL";"178";"2024";"139";"Projeto de Lei";"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, para aumentar as penas dos crimes contra o patrimônio de furto e de roubo.";"";"Alteração, Código Penal, Crime contra o patrimônio, critério, aumento da pena, furto, roubo.";"2024-02-06T19:56:34";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/945769";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385487";"";"2024-02-21T00:00:00";"13";"";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Ordinário (Art. 151, III, RICD)";"Publicação de Proposição";"604";"Tramitando em Conjunto";"925";"Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 22/02/2024.";"Proposição Sujeita à Apreciação do Plenário";""
"2417366";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417366";"PRL";"1";"0";"190";"Parecer do Relator";"Parecer do Relator, Dep. Marcos Pereira (REPUBLIC-SP), pela aprovação.";"";"";"2024-02-06T19:56:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414901";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385499";"";"2024-02-06T19:56:00";"2";"";"";"";"";"";"Análise Parecer";"319";"";"";"Parecer do Relator, Dep. Marcos Pereira (REPUBLIC-SP), pela aprovação.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385499"
"2417367";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417367";"PDL";"8";"2024";"557";"Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo";"Susta o DECRETO Nº 11.856, DE 26 DE DEZEMBRO DE 2023, que institui a Política Nacional de Cibersegurança e o Comitê Nacional de Cibersegurança.";"";"Sustação, Decreto, criação, Política Nacional de Cibersegurança (PNCiber), Comitê Nacional de Cibersegurança (CNCiber).";"2024-02-06T20:05:07";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385500";"";"2024-02-26T00:00:00";"12";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"Publicação de Proposição";"604";"Devolvida ao(à) Autor(a)";"1120";"Encaminhada à publicação. Publicação Inicial no DCD de 27/02/2024.";"Indefinida";""
"2417368";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417368";"PRL";"1";"0";"190";"Parecer do Relator";"Parecer do Relator, Dep. Marcos Pereira (REPUBLIC-SP), pela aprovação.";"";"";"2024-02-06T19:56:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2414902";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385501";"";"2024-02-06T19:56:00";"2";"";"";"";"";"";"Análise Parecer";"319";"";"";"Parecer do Relator, Dep. Marcos Pereira (REPUBLIC-SP), pela aprovação.";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385501"
