"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2265631-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2265631-116";"2022-02-16";"2022-02-16T20:53:10";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"";"258";"97";"1";"Mantido o texto. Sim: 258; não: 97; abstenção: 1; total: 356.";"2022-02-16T20:47:22";"Votação do DTQ 9: PT: Destaque do artigo 17-A e, por decorrência, do artigo 17-B, da Lei 8.906, de 1994, alterado pelo art. 3º do substitutivo apresentado ao Projeto de Lei nº 5.284, de 2020. (art. 161, I)";"2022-02-16T18:38:02";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela rejeição.";"2314730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314730"
"2265631-118";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2265631-118";"2022-02-16";"2022-02-16T21:12:44";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"1";"257";"168";"3";"Aprovada a Emenda de Plenário nº 14. Sim: 257; não: 168; abstenção: 2; total: 427.";"2022-02-16T20:53:26";"Votação do DTQ 13: PROS: Emenda de Plenário n. 14 (art. 161, II)";"2022-02-16T18:38:02";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela rejeição.";"2314730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314730"
"2265631-121";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2265631-121";"2022-02-16";"2022-02-16T21:26:28";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"";"306";"108";"2";"Mantido o texto. Sim: 306; não: 108; abstenção: 1; total: 415.";"2022-02-16T21:14:24";"Votação do DTQ 14: PSOL: Destaque para votação em separado do art. 54 e, por decorrência, do art. 58 da Lei nº 8.906, de 4 de julho de 1994, ambos constantes do art. 3° do substitutivo apresentado ao Projeto de Lei n. 5.284, de 2020, para fins de supressão. (art. 161, I)";"2022-02-16T18:38:02";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela rejeição.";"2314730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314730"
"2265631-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2265631-123";"2022-02-16";"2022-02-16T21:46:39";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"123";"282";"2";"Rejeitada a Emenda de Plenário nº 17. Sim: 123; não: 282; abstenção: 1; total: 406.";"2022-02-16T21:31:00";"Votação do DTQ 16: PL: Emenda de Plenário n. 17 (art. 161, II)";"2022-02-16T18:38:02";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela rejeição.";"2314730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314730"
"2265631-125";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2265631-125";"2022-02-16";"2022-02-16T21:47:25";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"1";"0";"0";"0";"Aprovada a Emenda de Redação nº 1.";"2022-02-16T21:47:13";"Votação da Emenda de Redação nº 1.";"2022-02-16T18:38:02";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Lafayette de Andrada (REPUBLIC-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela rejeição.";"2314730";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314730"
"2285889-176";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-176";"2022-02-16";"2022-02-16T22:01:37";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"113";"288";"2";"Rejeitado o Requerimento. Sim: 113; não: 288; abstenção: 1; total: 402.";"";"";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2285889-187";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-187";"2022-02-16";"2022-02-16T22:28:50";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"115";"286";"2";"Rejeitado o Requerimento. Sim: 115; não: 286; abstenção: 1; total: 402.";"";"";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2285889-192";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-192";"2022-02-16";"2022-02-16T23:10:50";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"106";"267";"2";"Rejeitado o Requerimento. Sim: 106; não: 267; abstenção: 1; total: 374.";"";"";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2285889-195";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-195";"2022-02-16";"2022-02-16T23:27:09";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"121";"235";"3";"Rejeitada a Emenda do Senado Federal ao Projeto de Lei nº 2.058, de 2021. Sim: 121; não: 235; abstenção: 2; total: 358.";"2022-02-16T23:11:34";"Votação, em turno único, da Emenda do Senado Federal, com parecer pela rejeição, ressalvados os destaques.";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2285889-198";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-198";"2022-02-16";"2022-02-16T23:46:40";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"128";"255";"2";"Rejeitado o destaque. Sim: 128; não: 255; abstenção: 1; total: 384.";"2022-02-16T23:32:23";"Votação do DTQ 2. PSOL: Destaque para votação em separado do  3º do art. 1º da Lei nº 14.151, de 12 de maio de 2021, constante do art. 2º do Projeto de Lei 2.058, de 2021, nos termos do item 1 da Emenda Únicia do Senado Federal, e, por decorrência dos §§ 6º e 7º do art. 1 da Lei n 14.151, de 12 de maio de 2021, constantes do artigo 2º do Projeto, nos termos do item 2 da Emenda Única do Senado Federal, para fins de aprovação (art. 161, II).";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2285889-201";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-201";"2022-02-16";"2022-02-17T00:03:40";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"116";"258";"2";"Rejeitado o destaque. Sim: 116; não: 258; abstenção: 1; total: 375.";"2022-02-16T23:46:59";"Votação do DTQ 4: PCdoB: Destaque para votação em Separado da expressão: ""Suprima-se o  parágrafo 7º o art. 1º Lei nº 14.151, de 12 de maio de 2021, nos termos do art. 2º do Projeto"", constante do item 2 da Emenda do Senado ao PL 2058/ para fins de sua aprovação (art. , II).";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2285889-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2285889-205";"2022-02-16";"2022-02-17T00:20:04";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64683";"https://dadosabertos.camara.leg.br/api/v2/eventos/64683";"0";"115";"244";"2";"Rejeitado o destaque. Sim: 115; não: 244; abstenção: 1; total: 360.";"2022-02-17T00:04:42";"Votação do DTQ 3: PT: Destaque, com vistas à aprovação, do item 3 constante da Emenda do Senado Federal apresentada ao PL 2.058/2021 (art. 161, II).";"2021-10-06T21:34:07";"Parecer às Emendas de Plenário proferido pela Relatora, Dep. Paula Belmonte (CIDADANIA-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa das emendas de Plenário e da Subemenda Substitutiva Global adotada pela relatora da Comissão de Defesa dos Direitos da Mulher.";"2302135";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302135"
"2224532-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2224532-62";"2022-02-16";"2022-02-16T15:56:45";"538738";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538738";"PEC16219";"64673";"https://dadosabertos.camara.leg.br/api/v2/eventos/64673";"1";"0";"0";"0";"Aprovado o Parecer.";"2022-02-16T15:56:07";"Iniciada  a Votação";"2022-02-15T18:01:07";"Parecer da Relatora, Dep. Soraya Santos (PL-RJ), pela aprovação, com substitutivo.";"2314602";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314602"
"2279513-144";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2279513-144";"2022-02-17";"2022-02-17T10:56:42";"4";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"MESA";"0";"";"0";"0";"0";"0";"Ato n. 3, de 16/02/2022, do Presidente da Mesa do Senado Federal, faz saber que rejeitou os pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária da MPV 1045, de 2021 (DOU de 17/02/2022 - Seção 1 - página 4)";"";"";"";"Apresentação da Declaração de Voto n. 15 MESA, pela Deputada Luizianne Lins  (PT/CE).";"2302809";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2302809"
"2166877-81";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166877-81";"2022-02-17";"2022-02-17T12:45:36";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64691";"https://dadosabertos.camara.leg.br/api/v2/eventos/64691";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, General Peternelli (PSL-SP).";"2022-02-17T12:45:00";"Votação da Redação Final.";"2022-02-17T11:10:58";"Parecer proferido em Plenário pelo relator, Dep. General Peternelli (PSL-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação das Emendas de Plenário nºs 1, 2, 3, 6, 7, 8, 9 e 18, na forma da Submenda Substitutiva Global; e pela rejeição das demais Emendas de Plenário.";"2314781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314781"
"2166877-61";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166877-61";"2022-02-17";"2022-02-17T10:58:09";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64691";"https://dadosabertos.camara.leg.br/api/v2/eventos/64691";"0";"0";"0";"0";"Rejeitado o Requerimento.";"";"";"2019-04-24T17:34:52";"Apresentação do Requerimento de Desarquivamento de Proposições n. 1310/2019, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Requer, nos termos do artigo 105, parágrafo único, do Regimento Interno, o desarquivamento dos Projetos de Lei nºs 9.432 e 9.436, de 2017, de autoria desta Comissão de Relações Exteriores e de Defesa Nacional.
"".";"2199238";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199238"
"2166877-70";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166877-70";"2022-02-17";"2022-02-17T11:17:09";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64691";"https://dadosabertos.camara.leg.br/api/v2/eventos/64691";"1";"0";"0";"0";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 9.432, de 2017, adotada pelo Relator da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques.";"2022-02-17T11:13:12";"Votação em turno único.";"2022-02-17T11:10:58";"Parecer proferido em Plenário pelo relator, Dep. General Peternelli (PSL-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação das Emendas de Plenário nºs 1, 2, 3, 6, 7, 8, 9 e 18, na forma da Submenda Substitutiva Global; e pela rejeição das demais Emendas de Plenário.";"2314781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314781"
"2166877-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166877-73";"2022-02-17";"2022-02-17T11:48:57";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64691";"https://dadosabertos.camara.leg.br/api/v2/eventos/64691";"";"291";"134";"2";"Mantido o texto. Sim: 291; não: 134; abstenção: 1; total: 426.";"2022-02-17T11:18:10";"Votação do DTQ 3: PCdoB: Destaque para Votação em Separado do: “do art. 42, parágrafo único, do Decreto-Lei nº 1.001, de 21 de outubro de 1969 - Código Penal Militar -, alterado pelo art. 2º da Subemenda Substitutiva Global ao Projeto de Lei nº 9.432, DE 2017, com vistas à sua supressão. (art. 161, I).";"2022-02-17T11:10:58";"Parecer proferido em Plenário pelo relator, Dep. General Peternelli (PSL-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação das Emendas de Plenário nºs 1, 2, 3, 6, 7, 8, 9 e 18, na forma da Submenda Substitutiva Global; e pela rejeição das demais Emendas de Plenário.";"2314781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314781"
"2166877-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166877-79";"2022-02-17";"2022-02-17T12:44:30";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64691";"https://dadosabertos.camara.leg.br/api/v2/eventos/64691";"0";"136";"310";"3";"Rejeitada a Emenda de Plenário n° 14. Sim: 136; não: 310; abstenção: 1; total: 447.";"2022-02-17T11:52:08";"Votação do DTQ 5: PDT: Emenda de Plenário nº 14 (art. 161, II).";"2022-02-17T11:10:58";"Parecer proferido em Plenário pelo relator, Dep. General Peternelli (PSL-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação das Emendas de Plenário nºs 1, 2, 3, 6, 7, 8, 9 e 18, na forma da Submenda Substitutiva Global; e pela rejeição das demais Emendas de Plenário.";"2314781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2314781"
"2314623-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314623-2";"2022-02-17";"2022-02-17T11:22:49";"539004";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539004";"GTPL3890";"64677";"https://dadosabertos.camara.leg.br/api/v2/eventos/64677";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento de Audiência Pública n. 5/2022, pela Deputada Tia Eron (REPUBLIC-BA), que: ""Requer que o Grupo de Trabalho do Estatuto das Vítimas encarregado de proferir parecer sobre a PL 3890/2020, realize audiência Pública para debater a proposição com os seguintes convidados: Senhor Frederico Rangel de Albernaz Promotor de Justiça - MPRJ; Senhora Ivana Kist Huppes Ferrazzo - Promotora de Justiça - MPRS; Senhora Jaqueline Ferreira Gontijo - Promotora de Justiça - MPDF"".";"0";""
"2314557-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314557-2";"2022-02-22";"2022-02-22T14:42:01";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 1/2022, pelo Deputado Patrus Ananias (PT-MG), que: ""Requer que seja convidado o Professor Fernando Gomes Braga para participar de audiência pública para debater o PL 6494, de 2019"".";"0";""
"2314558-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314558-2";"2022-02-22";"2022-02-22T14:42:10";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 2/2022, pelo Deputado Patrus Ananias (PT-MG), que: ""Requer que seja convidada a Professora Sônia Regina de Souza Fernandes, para participar de audiência pública para debater o PL 6494, de 2019"".";"0";""
"2314560-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314560-2";"2022-02-22";"2022-02-22T14:42:22";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 3/2022, pelo Deputado Patrus Ananias (PT-MG), que: ""Requer que seja convidado o Professor Antonio Almerico Biondi Lima para participar de audiência pública para debater o PL 6494, de 2019"".";"0";""
"2314562-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314562-2";"2022-02-22";"2022-02-22T14:42:30";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 4/2022, pelo Deputado Patrus Ananias (PT-MG), que: ""Requer que seja convidada a Dra. Ana Maria Villa Real, para participar de audiência pública para debater o PL 6494, de 2019"".";"0";""
"2314826-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314826-2";"2022-02-22";"2022-02-22T14:42:42";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 5/2022, pelo Deputado Professor Israel Batista (PV-DF), que: ""Requer a realização de audiência pública com representantes das escolas técnicas da Secretaria de Estado de Educação do DF para debater sobre a Formação Técnica Profissional nas escolas, no âmbito da Comissão Especial – PL 6494/2019"".";"0";""
"2314896-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314896-2";"2022-02-22";"2022-02-22T14:42:54";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 6/2022, pela Deputada Tabata Amaral  (PSB/SP), que ""Requer a realização de reunião de audiência pública com com o tema “A educação técnica profissional de nível médio e o novo ensino médio (análise do cenário atual e desafios) e o potencial de contribuição do Projeto de Lei nº 6.494,de 2019 para avanços nesse cenário”
"".";"0";""
"2314898-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314898-2";"2022-02-22";"2022-02-22T14:43:03";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 7/2022, pela Deputada Tabata Amaral  (PSB/SP), que ""Requer a realização de reunião de audiência pública com o tema “A educação técnica profissional de nível médio, a aprendizagem e a inclusão social (análise do cenário atual e desafios) e o potencial de contribuição do Projeto de Lei nº 6.494, de 2019, para avanços nesse cenário”"".";"0";""
"2314903-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314903-2";"2022-02-22";"2022-02-22T14:43:20";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 8/2022, pela Deputada Tabata Amaral  (PSB/SP), que ""Requer a realização de reunião de audiência pública com o tema “A educação técnica profissional de nível médio e inclusão produtiva no Brasil (análise do cenário atual e desafios) e o potencial de contribuição do Projeto de Lei nº 6.494, de 2019, para avanços nesse cenário”"".";"0";""
"2314904-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314904-2";"2022-02-22";"2022-02-22T14:43:27";"538766";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538766";"PL649419";"64689";"https://dadosabertos.camara.leg.br/api/v2/eventos/64689";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 9/2022, pelo Deputado Tiago Mitraud  (NOVO/MG), que ""Requer a realização de audiência pública sobre a Formação Técnica-Profissional, de nível médio, e Profissionalizante, de nível superior, no Brasil"".";"0";""
"2314874-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314874-2";"2022-02-22";"2022-02-22T14:45:50";"538763";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538763";"PL646119";"64686";"https://dadosabertos.camara.leg.br/api/v2/eventos/64686";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 5/2022, pelo Deputado Felipe Rigoni  (PSL/ES), que ""Requer a inclusão da  Fundação Movimento Universitário de Desenvolvimento Econômico e Social – MUDES no rol de convidados da Audiência Pública marcada para o dia 26/04/2022 para debater o PL nº 6.461, de 2019, que institui o Estatuto do Aprendiz"".";"0";""
"1701050-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1701050-104";"2022-02-22";"2022-02-22T15:10:40";"538265";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538265";"PEC12215";"64680";"https://dadosabertos.camara.leg.br/api/v2/eventos/64680";"1";"0";"0";"0";"Aprovado o Parecer.";"2022-02-22T15:00:37";"Iniciada  a Votação";"2022-02-22T15:43:28";"Parecer com Complementação de Voto do Relator, Dep. Silvio Costa Filho (REPUBLIC-PE), pela aprovação desta, com emenda de redação, e pela rejeição da PEC 188/2016, apensada.";"2315002";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2315002"
"508965-168";"https://dadosabertos.camara.leg.br/api/v2/votacoes/508965-168";"2022-02-22";"2022-02-22T21:36:53";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64697";"https://dadosabertos.camara.leg.br/api/v2/eventos/64697";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Alceu Moreira (MDB-RS).";"2022-02-22T21:35:21";"Votação da Redação Final.";"2020-03-11T18:40:34";"Apresentação do Requerimento n. 427/2020, pelo Deputado Coronel Armando  (PSL/SC), que ""Inclusão na pauta da Ordem do Dia da Proposta de Emenda à Constituição n° 39/2011"".";"2238964";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238964"
"2301321-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2301321-47";"2022-02-22";"2022-02-22T22:21:30";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64697";"https://dadosabertos.camara.leg.br/api/v2/eventos/64697";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Neucimar Fraga (PSD-ES).";"2022-02-22T22:21:06";"Votação da Redação Final.";"2022-02-22T21:54:02";"Parecer proferido em Plenário pelo Relator, Dep. Neucimar Fraga (PSD-ES), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.072, de 2021; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.072, de 2021, e das emendas a ela apresentadas perante a Comissão Mista; pela compatibilidade e adequação financeira e orçamentária da Medida Provisória nº 1.072, de 2021, e, quanto às emendas apresentadas perante a Comissão Mista, pela não implicação em aumento ou diminuição das despesas ou receitas públicas das emendas apresentadas; e, no mérito, pela aprovação da Medida Provisória nº 1.072, de 2021, e das Emendas nºs 1 e 7, na forma do Projeto de Lei de Conversão; e pela rejeição das demais emendas propostas.";"2315074";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2315074"
"508965-135";"https://dadosabertos.camara.leg.br/api/v2/votacoes/508965-135";"2022-02-22";"2022-02-22T17:30:17";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"64697";"https://dadosabertos.camara.leg.br/api/v2/eventos/64697";"0";"92";"332";"2";"Rejeitado o Requerimento. Sim: 92; não: 332; abstenção: 1; total: 425.";"";"";"2020-03-11T18:40:34";"Apresentação do Requerimento n. 427/2020, pelo Deputado Coronel Armando  (PSL/SC), que ""Inclusão na pauta da Ordem do Dia da Proposta de Emenda à Constituição n° 39/2011"".";"2238964";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238964"
